district,state,abbreviation,state_dist,year,laborforce_unemployed,PercentCar,PercentCarpool,PercentPublicTrans,Walked,Other_means,Management_business_science_and_arts,Service,Sales_and_office,Natural_resources_construction_and_maintenance,Production_transportation_and_material_moving,Private_wage_and_salary_workers,Government_workers,Less_than_10000,Median_household_income,No_health_insurance,non_fam_household,college_enroll,vet_percent,diff_house_1year,foreign_born,ForeignNotCit,ForeignCit,home_lang_not_english,own_computer,total_pop,median_age,white_pct,black_pct,amer_ind,asianpac,hispanic_pct,PctU20,Pct20t45,Pct45t65,Pct65plus,U25k,r25k_50k,r50k_100k,r100k_200k,r200kplus,NoHighSchool,HighSchoolEd,SomeCollege,BachelorsOrHigher,pct_won,party
1,Nevada,NV,NV-1,2018,4.4,72.4,12.2,6.4,2.0,4.4,19.3,34.3,22.6,10.2,13.6,87.6,6.7,11.4,40175,17.0,44.9,22.7,7.3,18.8,29.9,17.6709,12.2291,47.8,89.1,685427,36.9,49.6,13.2,1.8,8.6,45.4,24.7,36.3,24.7,14.5,30.4,29.9,27.6,9.9,2.2,22.1,32.3,29.8,15.8,66.17,D
3,Nevada,NV,NV-3,2018,3.4,82.2,8.0,1.6,1.4,1.5,37.4,23.1,25.1,5.5,8.9,82.6,11.1,4.1,73507,8.4,35.6,23.9,8.3,15.4,19.9,6.965,12.935,26.4,95.8,846761,39.2,63.1,8.3,0.5,14.8,18.3,22.8,34.6,25.9,15.8,12.4,20.0,33.3,25.5,8.9,7.1,24.3,35.5,33.0,51.89,D
4,Nevada,NV,NV-4,2018,3.5,80.3,9.7,2.3,1.1,2.6,28.6,24.9,23.3,10.5,12.7,81.6,13.5,7.0,57915,10.4,32.6,19.0,10.4,15.4,16.4,8.0032,8.3968,29.7,94.4,772433,36.9,61.1,13.7,1.4,6.6,32.0,26.5,32.4,24.9,14.9,19.7,23.7,30.9,21.8,3.9,15.0,29.5,33.9,21.5,51.93,D
1,New Hampshire,NH,NH-1,2014,3.6,81.3,8.3,1.0,2.5,1.5,39.4,15.9,25.5,9.0,10.2,81.3,12.6,3.6,67083,9.6,35.0,29.9,9.4,14.1,5.8,2.4476,3.3524,7.2,89.8,665612,42.3,93.4,1.3,0.1,2.6,3.2,23.1,30.8,30.6,15.5,16.5,20.2,31.1,25.5,6.8,7.7,27.7,28.6,36.1,51.71,R
2,New Hampshire,NH,NH-2,2014,3.3,81.5,7.4,0.5,2.7,1.4,39.4,16.1,23.3,9.7,11.4,79.4,12.9,4.0,65933,8.7,31.9,28.4,9.5,12.4,6.2,2.9512,3.2488,7.7,90.0,661201,42.6,93.5,1.2,0.2,2.7,3.2,23.4,29.8,30.9,16.1,15.7,22.0,33.6,22.8,5.8,8.1,29.4,28.6,33.9,54.87,D
1,New Hampshire,NH,NH-1,2016,2.5,80.7,8.1,1.1,3.3,1.1,39.6,16.5,24.9,7.4,11.6,81.5,12.6,3.8,71277,5.8,34.7,31.9,9.2,15.1,5.6,2.8,2.8,8.0,93.3,671625,41.9,93.4,1.3,0.1,2.6,3.5,22.0,31.4,30.6,16.0,13.8,19.0,33.9,26.3,7.0,6.7,26.1,30.0,37.3,44.29,D
2,New Hampshire,NH,NH-2,2016,2.4,78.7,9.0,0.7,2.9,1.8,40.3,17.1,22.7,8.8,11.2,78.7,13.8,4.2,70524,6.0,33.5,28.6,9.1,14.1,5.9,2.6078,3.2922,7.4,91.3,663170,43.6,93.5,1.2,0.2,2.3,3.5,22.6,28.8,30.6,18.0,14.2,21.0,32.6,24.1,8.1,7.7,28.0,28.3,35.9,49.75,D
2,New Hampshire,NH,NH-2,2018,2.5,81.2,7.1,1.1,2.4,1.4,41.3,15.8,21.4,8.6,12.8,80.8,12.3,3.7,74144,5.5,35.6,28.5,8.4,12.1,6.3,2.4255,3.8745,7.8,93.0,669638,44.3,92.9,1.5,0.3,2.7,4.1,20.7,29.0,30.6,18.6,15.7,19.0,29.8,25.9,9.4,6.8,29.1,27.3,36.8,55.54,D
1,New Hampshire,NH,NH-1,2018,2.3,80.3,7.7,0.7,2.8,1.5,39.6,17.2,22.6,8.6,12.0,82.0,11.8,4.8,75587,6.0,35.8,29.0,8.8,12.9,6.0,2.31,3.69,7.7,94.5,686820,41.7,92.0,1.9,0.3,2.6,3.7,22.5,31.2,28.7,17.6,14.6,18.1,30.2,28.2,8.8,6.9,26.4,29.9,36.9,53.56,D
1,New Jersey,NJ,NJ-1,2014,5.5,79.9,8.3,5.3,2.2,1.3,39.3,17.3,24.9,7.0,11.4,83.2,13.0,7.2,64464,9.7,33.1,25.8,6.6,11.2,9.2,4.1032,5.0968,16.8,85.8,732232,38.7,67.5,17.5,0.2,4.9,13.1,25.1,32.8,27.7,14.5,20.8,19.1,29.7,24.7,5.7,10.6,32.9,26.1,30.4,57.43,D
2,New Jersey,NJ,NJ-2,2014,5.9,81.0,7.4,3.6,2.6,2.4,31.7,24.3,22.7,10.2,11.1,77.7,17.5,6.1,57765,10.8,31.9,23.4,7.1,10.1,11.1,6.1938,4.9062,19.7,83.8,733973,41.4,74.4,13.1,0.2,4.0,15.9,24.5,30.6,28.3,16.6,21.3,22.6,30.5,20.6,5.1,14.9,34.8,26.9,23.4,61.46,R
3,New Jersey,NJ,NJ-3,2014,5.2,84.4,7.1,2.9,1.0,1.1,39.6,17.0,26.7,8.3,8.5,77.8,18.1,4.1,75658,6.9,29.2,26.0,9.7,9.6,9.0,3.2760000000000002,5.724,12.1,88.9,734551,43.0,80.4,10.2,0.1,3.7,7.7,23.2,29.6,28.9,18.2,13.8,18.0,32.1,28.4,7.9,7.0,31.0,28.5,33.6,53.99,R
4,New Jersey,NJ,NJ-4,2014,4.0,79.2,7.4,4.4,1.5,1.8,42.8,15.8,24.7,8.2,8.5,79.4,15.3,4.5,75857,7.7,31.9,24.6,6.7,8.7,11.5,5.267,6.233,16.3,88.2,748864,41.6,85.6,6.6,0.0,3.9,9.8,26.3,27.6,28.4,17.7,16.4,17.3,27.4,27.1,12.0,7.9,26.8,26.5,38.7,67.96,R
5,New Jersey,NJ,NJ-5,2014,3.8,74.2,6.9,9.5,2.5,1.3,45.4,13.9,25.4,7.1,8.2,81.3,12.4,2.9,91749,7.6,26.1,26.3,5.6,8.1,21.1,7.1951,13.9049,26.6,92.0,745147,43.0,77.5,5.4,0.1,10.9,13.6,24.8,28.4,30.9,15.9,10.5,15.0,28.1,31.9,14.5,6.9,26.0,22.4,44.7,55.41,R
6,New Jersey,NJ,NJ-6,2014,4.4,73.0,7.4,9.3,3.0,4.0,42.3,14.7,23.3,7.4,12.3,82.9,12.5,5.0,77184,11.6,28.5,32.9,4.1,8.6,28.1,14.1905,13.9095,39.2,87.5,748924,36.9,63.6,10.2,0.1,18.8,21.7,25.4,35.4,26.7,12.6,14.9,17.1,30.5,27.9,9.6,11.3,28.2,21.8,38.7,59.93,D
7,New Jersey,NJ,NJ-7,2014,3.5,77.8,6.6,6.4,1.8,0.8,50.9,12.4,23.8,5.2,7.7,82.7,11.6,2.8,105386,5.9,26.8,21.5,4.9,7.0,18.7,8.0223,10.6777,23.4,91.5,748182,42.4,80.0,5.0,0.1,9.8,12.2,26.2,27.9,31.4,14.5,10.1,13.6,23.4,32.3,20.6,5.6,21.3,21.0,52.1,59.25,R
8,New Jersey,NJ,NJ-8,2014,5.9,42.8,9.0,32.7,9.1,3.5,32.1,20.8,22.1,9.0,16.0,85.7,9.3,7.8,53397,22.0,38.1,29.4,2.1,11.8,43.8,24.4404,19.3596,67.4,83.6,762249,34.4,57.4,10.2,0.1,9.5,54.9,23.6,42.9,23.3,10.1,24.8,22.1,28.8,17.3,7.0,20.5,29.2,19.6,30.6,77.35,D
9,New Jersey,NJ,NJ-9,2014,3.7,64.3,10.8,15.5,3.9,2.7,35.6,16.9,25.1,7.3,15.1,84.6,10.3,9.2,60540,15.9,29.1,23.3,3.3,7.7,35.7,14.1015,21.5985,53.7,83.3,759352,37.2,57.4,10.3,0.5,12.5,36.1,25.7,34.9,25.6,13.6,23.1,20.1,26.4,23.6,6.8,15.1,31.0,21.3,32.6,68.49,D
10,New Jersey,NJ,NJ-10,2014,8.8,57.3,8.6,24.8,4.7,1.6,34.5,22.5,24.1,6.3,12.6,80.6,14.6,10.9,47363,15.4,38.2,30.3,3.5,11.0,27.4,12.1656,15.2344,33.1,83.2,742855,35.6,29.0,53.7,0.3,6.3,18.9,26.5,36.7,25.7,11.1,28.7,23.1,27.3,16.1,4.8,14.0,32.4,26.1,27.3,85.38,D
11,New Jersey,NJ,NJ-11,2014,4.1,77.7,6.3,7.3,2.4,0.9,50.6,12.6,25.5,5.2,6.1,80.9,13.6,2.6,98964,6.0,28.8,25.3,4.8,7.2,18.5,6.1975,12.3025,24.3,91.3,739014,43.2,82.1,3.8,0.1,10.0,10.6,23.9,28.8,30.0,17.1,9.5,13.3,27.6,31.0,18.6,5.9,22.2,19.6,52.3,62.57,R
12,New Jersey,NJ,NJ-12,2014,4.9,71.6,9.4,8.8,2.1,2.7,47.4,16.1,22.3,5.3,8.9,82.2,13.9,4.7,77694,11.0,30.2,28.2,4.4,9.7,28.0,14.28,13.72,33.7,88.5,742832,39.5,58.5,17.1,0.2,16.6,16.2,24.5,33.4,27.7,14.4,15.4,16.8,28.2,27.2,12.4,11.4,23.3,21.8,43.5,60.95,D
1,New Jersey,NJ,NJ-1,2016,4.3,77.7,9.7,6.1,1.6,1.4,40.7,17.1,25.3,6.9,10.0,82.1,14.2,5.5,68208,5.8,32.0,26.6,6.2,11.1,9.8,4.2139999999999995,5.586,18.1,91.0,731932,38.8,67.8,17.0,0.1,5.2,13.6,24.7,32.8,27.3,15.3,18.7,18.6,30.3,25.4,7.0,10.0,32.7,26.9,30.4,59.98,D
2,New Jersey,NJ,NJ-2,2016,5.0,79.3,8.1,3.3,3.1,2.9,32.1,23.7,22.5,10.2,11.4,78.8,16.7,6.0,60756,7.7,34.0,23.8,6.6,11.9,10.5,4.9455,5.5545,20.2,88.7,725217,41.4,75.4,12.2,0.4,4.0,16.4,23.8,29.9,28.5,17.8,21.1,21.6,29.6,22.0,5.5,12.9,34.0,27.4,25.8,59.21,R
3,New Jersey,NJ,NJ-3,2016,3.8,83.9,6.7,2.3,1.4,1.4,40.3,16.1,27.0,7.9,8.7,78.5,16.7,3.8,74537,4.5,32.2,26.5,8.4,10.0,9.1,3.0394,6.0606,12.1,91.1,739696,43.3,79.7,10.8,0.1,4.1,8.1,22.8,29.1,28.9,19.1,14.4,18.6,31.4,26.8,9.0,7.2,31.3,27.6,33.9,59.32,R
4,New Jersey,NJ,NJ-4,2016,3.3,77.7,8.1,5.2,1.7,1.5,42.9,15.8,26.4,7.3,7.6,79.9,14.3,3.6,78511,5.9,33.4,21.7,6.4,9.3,11.9,5.3074,6.5926,17.1,89.8,732142,41.3,84.7,6.8,0.1,3.9,10.1,26.5,27.6,27.9,18.1,15.2,17.6,27.2,27.5,12.4,8.0,26.6,25.9,39.5,63.72,R
5,New Jersey,NJ,NJ-5,2016,3.6,74.9,7.2,10.5,1.5,0.6,48.7,13.7,23.7,6.8,7.2,82.7,11.9,3.2,100219,4.9,26.5,25.6,4.7,8.6,20.2,6.8074,13.3926,26.9,93.8,742865,42.3,79.5,5.4,0.3,11.1,14.0,24.8,28.4,30.6,16.0,10.8,13.4,25.6,32.1,18.0,6.3,23.0,22.9,47.8,51.11,D
6,New Jersey,NJ,NJ-6,2016,3.7,71.1,9.8,10.1,2.4,2.2,40.2,15.9,23.5,7.4,13.0,84.5,12.1,4.9,79229,8.4,27.3,34.4,4.0,10.5,29.5,14.4845,15.0155,40.7,92.1,750419,37.6,63.7,10.0,0.2,19.3,22.0,24.3,35.2,27.0,13.3,14.6,17.4,29.4,29.0,9.6,11.2,28.1,21.8,38.9,63.73,D
7,New Jersey,NJ,NJ-7,2016,2.6,77.2,7.2,7.3,1.8,0.6,51.7,12.2,22.5,5.9,7.7,83.0,11.8,3.1,106896,4.2,26.3,21.6,4.7,7.7,19.1,7.7164,11.3836,23.9,93.7,732070,42.7,78.8,5.0,0.1,9.5,13.0,24.7,28.3,31.5,15.4,9.3,11.9,24.6,31.6,22.6,6.6,22.0,20.1,51.3,54.08,R
8,New Jersey,NJ,NJ-8,2016,4.5,42.1,8.8,35.2,7.5,4.0,35.1,17.9,22.1,8.0,16.9,85.5,9.6,8.4,57391,16.8,38.0,29.4,1.9,11.1,44.5,24.564,19.936,66.6,88.1,778294,35.0,57.4,10.3,0.4,9.5,52.1,23.4,42.8,23.5,10.4,23.1,21.0,27.4,20.1,8.5,20.5,27.7,18.8,33.1,77.04,D
9,New Jersey,NJ,NJ-9,2016,3.0,64.0,11.3,15.6,3.7,2.0,36.1,16.8,23.6,7.9,15.6,83.6,10.2,6.8,64964,12.9,29.3,24.9,3.1,7.5,38.3,17.1201,21.1799,55.5,88.3,760005,38.3,62.2,10.1,0.2,12.6,37.6,24.5,34.4,26.3,14.7,21.0,19.3,26.0,24.4,9.4,15.5,30.2,20.7,33.7,69.73,D
10,New Jersey,NJ,NJ-10,2016,5.9,56.1,8.9,25.8,4.6,1.3,33.3,23.2,23.1,5.6,14.8,83.2,12.9,11.0,50100,12.0,37.2,27.9,2.9,9.9,29.0,13.485,15.515,36.8,87.6,758062,35.3,29.0,51.5,0.3,7.0,21.1,26.8,36.6,25.0,11.5,27.2,22.7,27.4,16.0,6.7,14.2,31.7,25.8,28.2,85.67,D
11,New Jersey,NJ,NJ-11,2016,3.2,77.5,5.9,8.1,1.7,1.2,52.2,11.9,24.5,4.9,6.6,82.2,12.2,2.5,108260,4.4,27.5,28.1,4.4,7.6,18.3,6.3135,11.9865,24.2,93.8,733706,43.4,82.0,3.2,0.0,10.8,11.2,23.7,28.3,30.3,17.6,9.5,11.6,24.2,33.8,21.0,5.3,21.1,19.3,54.4,58.0,R
12,New Jersey,NJ,NJ-12,2016,4.3,71.4,9.6,8.9,2.9,2.0,49.7,14.0,20.3,6.9,9.2,82.3,13.9,5.0,85744,7.3,30.1,28.2,4.0,9.7,27.7,12.9636,14.7364,35.5,90.7,760061,39.4,59.4,17.1,0.4,17.5,18.1,25.3,31.9,27.6,15.1,15.5,15.4,25.4,29.1,14.6,10.4,23.6,20.4,45.5,62.86,D
11,New Jersey,NJ,NJ-11,2018,2.9,78.5,5.2,6.8,1.6,1.0,56.5,11.3,21.0,4.8,6.3,81.1,12.9,2.4,118955,4.1,28.5,25.7,4.7,9.4,19.2,5.7216,13.4784,24.5,95.7,744805,42.6,81.3,4.1,0.1,10.5,12.3,22.6,29.8,29.1,17.8,8.3,10.3,23.9,32.8,24.7,4.5,20.0,18.3,57.3,56.77,D
3,New Jersey,NJ,NJ-3,2018,2.7,83.1,7.0,2.7,0.8,1.6,41.6,16.0,25.1,7.8,9.6,76.8,17.9,3.1,80451,5.0,31.0,24.7,7.7,9.9,8.8,2.6312,6.1688,12.0,93.2,742905,43.0,79.2,11.2,0.1,3.7,8.9,21.5,29.6,28.4,19.2,12.1,17.6,31.1,28.7,10.6,7.2,29.7,28.5,34.6,50.01,D
4,New Jersey,NJ,NJ-4,2018,2.5,77.2,8.1,5.5,1.7,1.4,44.9,16.1,23.8,6.8,8.3,80.0,14.8,3.7,84380,4.6,31.7,21.3,5.4,9.3,12.6,4.7754,7.8246,16.2,91.6,748858,42.2,85.2,6.5,0.1,5.1,10.3,25.5,27.3,26.9,19.7,13.3,16.2,27.6,28.1,14.8,6.5,25.7,24.7,43.1,55.4,R
9,New Jersey,NJ,NJ-9,2018,2.7,66.2,11.0,14.8,3.8,1.6,37.4,16.7,20.8,7.6,17.6,85.2,10.2,6.1,73375,12.8,28.8,25.5,2.5,9.2,39.4,16.7844,22.6156,56.0,92.2,765382,38.6,59.2,9.8,0.2,13.5,38.7,24.8,34.0,27.0,14.6,18.4,17.8,27.6,24.9,11.4,13.3,30.1,21.7,34.9,70.27,D
8,New Jersey,NJ,NJ-8,2018,2.5,41.7,8.0,34.4,7.1,5.7,36.3,17.7,19.2,10.1,16.6,87.2,8.4,7.0,65465,15.6,38.0,28.1,1.8,11.5,44.9,24.7399,20.1601,67.0,92.0,764837,34.7,53.5,9.8,0.7,10.0,55.5,24.0,42.1,23.2,10.7,20.4,19.5,26.7,22.7,10.8,19.1,27.2,18.1,35.6,78.12,D
1,New Jersey,NJ,NJ-1,2018,3.9,78.6,7.7,6.0,1.7,2.1,39.7,16.7,24.0,7.0,12.6,82.1,14.6,5.6,71299,6.0,35.5,28.8,5.9,12.3,10.0,3.89,6.11,18.4,92.2,731297,39.0,66.6,17.8,0.1,5.5,14.5,24.3,32.7,27.0,15.5,18.2,18.3,28.3,27.2,8.1,10.1,29.6,28.4,31.9,64.39,D
12,New Jersey,NJ,NJ-12,2018,3.6,69.6,10.4,9.4,2.6,2.6,47.1,14.1,21.6,6.3,10.9,82.0,13.9,5.2,89457,7.4,29.2,29.2,3.4,10.4,27.6,12.4752,15.1248,35.4,93.9,756016,40.0,56.8,17.7,0.2,16.8,18.2,23.4,32.1,28.0,15.4,14.1,15.0,25.2,30.4,15.3,9.6,22.3,20.0,48.0,68.68,D
2,New Jersey,NJ,NJ-2,2018,4.2,79.5,10.1,3.0,2.4,1.3,34.6,22.2,21.2,9.7,12.4,78.9,16.4,5.9,63145,6.8,32.5,25.2,6.5,10.8,10.2,4.335,5.865,19.0,92.4,703117,43.3,74.5,12.1,0.3,3.8,16.5,21.6,29.5,28.4,19.5,19.0,20.2,30.8,22.8,7.3,11.9,33.0,27.6,27.5,52.9,D
7,New Jersey,NJ,NJ-7,2018,2.6,77.3,7.1,6.8,1.3,1.0,53.6,12.9,21.3,6.2,6.1,82.2,13.1,2.8,118810,4.0,25.6,22.8,4.5,8.0,18.8,6.2416,12.5584,25.0,94.6,730778,43.0,78.5,4.9,0.1,11.4,12.8,23.3,27.5,31.1,16.5,8.9,11.6,22.5,31.9,25.0,5.7,19.1,20.0,55.3,51.74,D
5,New Jersey,NJ,NJ-5,2018,2.8,75.1,6.6,9.9,1.8,1.1,49.0,12.3,24.4,6.7,7.6,82.8,12.0,2.7,106927,4.7,27.9,24.6,4.6,7.8,20.5,6.5395,13.9605,25.6,94.3,730707,43.1,79.1,5.3,0.3,10.9,14.6,23.1,28.3,29.7,18.0,10.8,12.7,23.0,32.5,21.0,5.8,22.5,22.7,48.9,56.17,D
6,New Jersey,NJ,NJ-6,2018,3.0,70.1,10.3,11.4,1.9,2.4,42.0,14.6,21.8,7.2,14.4,84.1,11.6,5.2,85365,6.4,29.0,34.4,3.5,10.5,29.2,10.9208,18.2792,41.3,94.2,730114,38.0,61.9,11.2,0.3,18.7,22.7,23.9,34.3,26.9,14.4,14.4,14.2,28.1,31.2,12.1,11.1,26.5,22.4,40.0,63.63,D
10,New Jersey,NJ,NJ-10,2018,5.1,57.7,7.2,26.0,3.7,2.2,36.4,20.6,20.7,6.5,15.7,82.4,13.3,9.6,59101,11.1,37.3,27.6,3.0,10.9,30.4,12.7984,17.6016,37.6,90.2,759704,36.1,28.8,51.4,0.2,7.1,21.1,25.9,36.4,24.9,13.0,24.8,18.6,29.9,20.0,6.8,12.8,30.3,24.7,32.2,87.56,D
1,New Mexico,NM,NM-1,2014,5.1,79.1,9.0,2.5,2.0,3.1,39.7,20.1,23.2,8.6,8.5,75.1,19.1,10.4,46267,12.7,37.9,32.9,9.3,14.5,10.5,6.3105,4.1895,31.4,83.4,699493,37.7,72.5,2.6,4.4,2.3,48.8,25.0,33.9,26.2,14.8,28.7,24.4,27.3,15.6,4.0,12.4,24.2,31.4,31.8,58.59,D
2,New Mexico,NM,NM-2,2014,4.9,81.2,10.2,0.3,2.3,1.4,28.5,22.8,24.0,14.0,10.7,71.7,21.5,11.9,41013,14.8,32.8,27.4,9.9,14.8,12.1,7.9618,4.1382,42.0,78.3,699424,36.1,82.2,1.9,5.7,0.9,53.4,28.5,31.4,24.4,15.7,33.0,26.1,27.7,11.2,2.0,20.1,28.1,30.7,21.0,64.43,R
3,New Mexico,NM,NM-3,2014,5.2,80.8,9.4,0.8,1.9,1.7,36.8,20.4,22.3,11.8,8.8,68.9,23.9,9.3,47785,16.0,36.0,26.6,9.7,11.6,6.9,4.3884,2.5116,37.1,75.2,686655,38.0,64.5,1.5,18.5,1.3,40.7,27.2,31.4,26.1,15.1,27.5,24.6,30.1,14.8,3.1,15.1,26.8,32.0,26.0,61.52,D
1,New Mexico,NM,NM-1,2016,3.6,79.4,9.5,2.0,1.6,2.5,39.2,20.4,24.4,8.3,7.7,74.2,20.0,7.3,49570,7.3,39.3,31.4,9.1,15.8,10.1,5.6661,4.4339,31.4,88.8,702719,38.3,71.3,2.7,4.9,2.7,49.5,24.5,33.4,26.2,15.9,26.1,24.1,29.7,15.7,4.4,11.6,24.1,31.3,32.9,65.15,D
2,New Mexico,NM,NM-2,2016,4.6,81.4,9.4,1.0,2.7,1.6,30.2,22.7,23.9,13.3,9.8,70.5,23.1,9.5,41797,9.8,32.5,26.2,8.8,13.7,12.4,8.0972,4.3028,38.2,82.8,691695,36.6,85.3,1.9,5.1,0.7,54.9,27.7,31.8,24.0,16.5,31.4,26.2,28.3,11.5,2.6,19.3,28.6,31.1,21.0,62.72,R
3,New Mexico,NM,NM-3,2016,4.8,79.3,9.4,1.2,2.7,1.2,37.6,20.4,23.0,9.8,9.1,67.1,24.4,9.8,49210,10.5,37.5,25.8,9.1,11.2,6.1,3.5014,2.5986,33.8,82.2,686601,38.2,65.3,1.3,18.1,1.4,41.1,26.9,30.9,25.4,16.9,27.5,23.2,29.1,16.7,3.5,13.2,27.3,32.3,27.2,62.42,D
2,New Mexico,NM,NM-2,2018,3.1,81.4,9.9,0.7,2.1,1.3,31.4,21.0,22.4,13.9,11.4,72.4,20.3,9.9,41569,9.1,35.5,23.2,9.3,13.5,11.8,6.962000000000001,4.838,38.5,86.2,700113,36.8,83.7,2.2,5.6,0.9,55.7,27.1,31.6,23.0,17.5,32.7,24.4,26.9,13.7,2.4,19.3,28.6,31.2,21.0,50.93,D
3,New Mexico,NM,NM-3,2018,3.7,77.7,13.1,0.7,1.8,1.3,36.0,19.2,23.6,11.8,9.4,69.1,23.9,10.2,49030,10.3,35.8,22.6,8.8,10.9,6.4,4.1856,2.2144,34.1,84.9,698251,39.2,66.3,1.6,18.9,1.6,41.4,25.0,30.8,24.6,18.4,25.6,25.1,29.5,15.8,3.9,12.9,26.4,33.4,27.4,63.38,D
1,New Mexico,NM,NM-1,2018,3.4,79.0,10.5,1.7,1.5,1.9,39.9,20.3,22.3,9.4,8.2,73.5,19.8,9.0,50650,9.1,41.2,30.9,9.2,13.9,10.2,5.559,4.641,29.7,92.3,697064,38.5,79.0,2.8,4.2,2.6,50.2,21.9,34.1,25.7,16.8,25.1,24.2,28.0,17.5,5.2,11.8,23.6,30.4,34.2,59.13,D
1,New York,NY,NY-1,2014,3.6,80.5,7.2,5.7,1.5,1.0,39.5,16.8,25.6,10.0,8.1,75.7,19.3,4.0,84668,6.7,28.1,27.8,6.5,6.7,12.2,5.8316,6.3684,17.7,90.0,725932,41.8,86.7,5.3,0.4,3.9,12.8,24.7,29.7,29.4,16.4,13.6,15.2,28.9,30.9,11.4,7.9,29.1,28.1,34.9,43.61,R
2,New York,NY,NY-2,2014,3.8,78.9,7.5,8.4,1.5,0.8,33.4,18.6,27.0,9.2,11.7,79.6,16.4,3.6,86442,8.0,23.1,25.1,5.6,5.6,16.9,8.1458,8.7542,24.2,89.4,724171,39.1,76.5,10.1,0.1,2.5,22.0,24.9,32.3,29.2,13.6,11.6,16.8,28.3,34.6,8.7,11.9,33.3,26.0,28.9,52.29,R
3,New York,NY,NY-3,2014,3.1,69.6,7.0,15.0,2.4,1.5,50.3,13.1,24.7,5.9,6.1,78.9,14.3,3.5,100835,5.2,24.9,27.7,5.1,5.6,23.4,8.3304,15.0696,31.2,91.2,718780,44.4,75.1,2.8,0.2,15.0,12.3,24.0,26.9,30.6,18.4,11.5,13.1,24.9,30.4,20.2,8.5,20.1,20.4,51.0,46.97,D
4,New York,NY,NY-4,2014,3.8,69.8,7.3,15.8,3.0,0.8,41.5,18.1,25.0,7.4,8.0,78.0,17.0,3.5,92472,7.2,24.7,29.4,4.6,7.3,22.5,9.5625,12.9375,29.6,90.0,721920,40.3,65.9,14.6,0.3,6.4,20.1,24.9,31.6,27.7,15.7,12.0,14.2,26.9,31.9,15.0,10.1,24.9,24.9,40.1,47.79,D
5,New York,NY,NY-5,2014,6.2,44.0,5.9,42.5,3.6,1.8,29.2,26.8,24.9,7.8,11.3,76.0,18.3,7.1,59420,11.3,25.8,31.8,3.3,7.1,42.5,15.5125,26.9875,32.4,85.5,760487,37.4,17.4,51.2,0.4,13.9,18.4,25.4,34.1,27.3,13.2,21.7,20.4,31.2,22.8,3.9,19.7,29.6,27.0,23.7,80.2,D
6,New York,NY,NY-6,2014,4.0,31.6,8.3,48.8,7.1,1.0,38.2,22.7,23.7,6.3,9.0,81.6,12.5,8.3,58933,13.8,33.8,34.3,2.4,6.6,51.5,21.526999999999997,29.973000000000003,65.8,84.4,733419,41.3,45.0,3.7,0.3,39.8,19.6,19.9,35.5,28.8,15.8,24.0,18.7,30.4,21.9,5.0,15.4,26.5,23.9,34.3,63.68,D
7,New York,NY,NY-7,2014,5.1,12.2,3.6,63.2,13.1,3.4,38.2,23.6,21.9,7.0,9.3,82.7,9.5,11.3,48113,14.0,39.2,29.2,1.5,10.6,36.8,19.4672,17.3328,62.7,80.7,732079,33.4,48.0,11.9,0.5,19.5,40.7,24.5,43.3,22.6,9.7,30.4,20.8,24.1,17.4,7.2,28.1,23.9,16.5,31.6,68.8,D
8,New York,NY,NY-8,2014,6.0,24.8,4.3,61.0,5.3,1.7,35.2,26.3,22.9,6.2,9.5,77.9,17.4,14.9,42242,9.3,38.0,29.6,2.3,8.2,33.7,11.5254,22.1746,33.8,79.6,758543,35.8,29.1,55.0,0.3,5.0,18.2,25.1,36.6,24.8,13.6,33.1,21.9,24.8,16.7,3.5,18.2,29.4,23.1,29.3,74.09,D
9,New York,NY,NY-9,2014,5.5,18.8,3.5,64.6,6.5,2.6,41.3,24.7,20.4,6.0,7.6,77.6,16.0,11.0,49193,10.7,38.1,28.8,2.1,7.2,39.4,15.2872,24.1128,34.1,82.3,755073,35.7,34.4,49.6,0.3,7.1,11.5,24.8,38.2,24.2,12.9,28.4,22.1,28.3,15.3,5.9,15.2,26.6,22.4,35.7,69.87,D
10,New York,NY,NY-10,2014,3.5,9.4,3.9,56.3,19.2,5.1,59.1,12.6,19.8,3.7,4.8,83.7,7.5,7.5,81267,6.9,51.7,36.5,2.3,11.8,32.1,16.1784,15.9216,45.8,90.3,736997,35.7,69.0,3.6,0.4,18.4,12.5,22.4,40.8,23.1,13.8,19.7,14.2,23.1,22.9,20.1,12.3,14.9,12.7,60.1,65.31,D
11,New York,NY,NY-11,2014,4.0,46.0,7.2,38.0,5.1,1.1,39.3,20.2,23.9,7.9,8.7,76.6,17.9,8.9,62756,8.0,29.2,29.4,4.0,5.8,29.5,10.7675,18.7325,40.8,84.9,726893,39.3,72.0,7.4,0.2,13.1,17.1,24.3,33.5,27.4,14.8,23.6,18.1,28.2,23.8,6.5,14.8,29.3,22.5,33.4,43.51,R
12,New York,NY,NY-12,2014,3.9,7.0,1.5,57.8,21.2,5.9,65.4,9.4,20.6,2.3,2.3,85.4,7.0,7.0,94127,7.3,61.7,49.2,2.3,16.7,26.7,13.4301,13.2699,32.3,92.3,729253,35.5,73.3,5.1,0.2,13.3,14.2,14.5,49.8,21.6,14.1,16.6,11.8,23.6,27.0,21.0,6.5,8.5,13.3,71.8,66.8,D
